id	english_technical_name	arabic_technical_name	arabic_layperson_synonym	arabic_definition
HP:0011128	Acute esophageal necrosis	نخر حاد في المريء	نخر في المريء	"حالة تتميز بالنخر في الطبقات المخاطية وتحت المخاطية للمريء غير مرتبطة بابتلاع مواد كاوية أو غيرها من العوامل الضارة. تشاهد بالمنظار إصابة داكنة (""المريء الأسود"") موزعة بشكل دائري في الثلث البعيد من المريء مع أو بدون إفرازات. وتوجد عملية في الجزء البعيد من المريء تنتهي بوضوح عند الوصلة المعدية المريئية."
HP:0011129	Bilateral fetal pyelectasis	توسع حويضي جنيني ثنائي الجانب	توسع حويضي جنيني في الجهتين	شكل ثنائي الجانب من توسع الحويضة الجنيني.
HP:0011130	Abnormal renal calyx morphology	شذوذ شكل الكؤوس الكلوية	شذوذ في شكل الكؤوس الكلوية	أي شذوذ في شكل الكؤوس الكبيرة أو الصغيرة للكلية.
HP:0011131	Perianal dermatitis	التهاب الجلد حول الشرج	طفح جلدي حول الشرج	وجود طفح جلدي (تغيير في اللون والملمس) في الجلد حول الشرج.
HP:0033405	Abnormal circulating organic amino compound concentration	خلل تركيز مركب أميني عضوي متداول	خلل في مستويات الأحماض الأمينية العضوية في الدم	أي انحراف عن التركيز الطبيعي لمركب أميني عضوي، وهو مركب مشتق بشكل رسمي من الأمونيا عن طريق استبدال ذرة هيدروجين واحدة أو اثنتين أو ثلاث بذرات أورجانيل.
HP:0033406	Elevated circulating phosphoethanolamine concentration	تركيز مرتفع للفوسفوإيثانولامين في الدورة الدموية	ارتفاع مستويات الفوسفوإيثانولامين في الدم	زيادة في تركيز الفوسفوإيثانولامين في الدورة الدموية.
HP:0033407	Elevated urine acetoacetic acid level	ارتفاع مستوى حمض الأسيتوأسيتك في البول	ارتفاع حمض الأسيتوأسيتك في البول	ارتفاع في كمية حمض الأسيتوأسيتك في البول.
HP:0033408	Elevated circulating acetoacetic acid concentration	تركيز مرتفع لحمض الأسيتوأسيتك في الدورة الدموية	ارتفاع حمض الأسيتوأسيتك في الدم	زيادة في مستوى حمض الأسيتوأسيتك في الدورة الدموية. حمض الأسيتوأسيتك هو واحد من الأجسام الكيتونية الرئيسية.
HP:0033409	Elevated urinary 2-hydroxybutyric acid	ارتفاع حمض 2-هيدروكسيبيوتريك في البول	ارتفاع حمض 2-هيدروكسيبيوتريك في البول	زيادة في كمية حمض 2-هيدروكسيبيوتريك في البول.
HP:0033410	Elevated circulating cartilage oligomeric matrix protein concentration	تركيز مرتفع لبروتين مصفوفة الغضروف في الدورة الدموية	ارتفاع بروتين الغضروف في الدم	زيادة في تركيز بروتين مصفوفة الغضروف في الدم.
HP:0033411	Lower extremity akinesia	الجمود الحركي للأطراف السفلية	العجز عن تحريك الساقين	عدم القدرة على بدء التغيرات في النشاط أو الحركة وأداء الحركات الإرادية العادية بسرعة وسهولة في الأطراف السفلية.
HP:0033412	Upper extremity akinesia	الجمود الحركي للأطراف العلوية	العجز عن تحريك الذراعين	عدم القدرة على بدء التغيرات في النشاط أو الحركة وأداء الحركات الإرادية العادية بسرعة وسهولة في الأطراف العلوية.
HP:0033413	Upper extremity hypokinesia	نقص الحركة في الأطراف العلوية	قلة الحركة في الذراعين	انخفاض الحركة بشكل غير طبيعي في الأطراف العلوية. على عكس الشلل، لا يتميز نقص الحركة بضعف القوة الحركية، بل بفقر الحركة. يتم تقليل التكرار للحركات المعتادة (مثل طي الذراعين أو تقاطع الساقين).
HP:0033414	Lower extremity hypokinesia	نقص الحركة في الأطراف السفلية	قلة الحركة في الساقين	انخفاض الحركة بشكل غير طبيعي في الأطراف السفلية. على عكس الشلل، لا يتميز نقص الحركة بضعف القوة الحركية، بل بفقر الحركة. يتم تقليل التكرار للحركات المعتادة (مثل طي الذراعين أو تقاطع الساقين).
HP:0033395	Antilactoferrin antibody positivity	إيجابية الأجسام المضادة ضد اللاكتوفيرين	وجود أجسام مضادة ضد اللاكتوفيرين	وجود الأجسام المضادة الذاتية (الغلوبولينات المناعية) في المصل التي تتفاعل ضد اللاكتوفيرين.
HP:0033396	Glomerular extracapillary fibrin	شذوذ الفيبرين خارج الشعيرات الدموية الكبيبي	وجود فيبرين داخل كبيبات الكلية	وجود مادة حبيلية، حمضية اليوزين (حمراء زاهية عند تلطيخ تريكروم) متوافقة مع الفيبرين خارج الشعيرات الدموية.
HP:0033397	Bowman-space proteinaceous debris	شذوذ الحطام البروتيني في مساحة بومان	وجود حطام بروتيني في الكلية	وجود مادة حمضية اليوزين موجبة لحمض الدوري البيريوكي (PAS) خالية من الخلايا ومشتقة من البروتين تحتل مساحة بومان.
HP:0033398	Pleural plaque	اللويحة الجنبية	لويحات الكولاجين في الغشاء البلوري	ترسبات لألياف الكولاجين المهيمية في الغشاء الجنبي الجداري (تفضل اللاعبين القريبين من الأضلاع، خصوصًا الأضلاع السادسة حتى التاسعة).
HP:0033399	Persistent fever	حمى مستمرة	حمى لفترة طويلة	حمى تستمر لفترة أطول من المتوقع لمرض معد حاد. لا يوجد حد دقيق، وتفسير الحمى يعتمد على السياق السريري، لكن كقاعدة عامة، يشير هذا المصطلح إلى حمى تستمر لفترة أطول من 2-3 أسابيع.
HP:0033400	Acute abdomen	البطن الحاد	ألم بطني حاد ومفاجئ	ظهور مفاجئ لألم بطني مصحوب بالغثيان أو القيء. قد يكون البطن الحاد ناتجاً عن عدوى، التهاب، انسداد وعائي، أو انسداد آخر.
HP:0033401	Tissue ischemia	إقفار الأنسجة	نقص تروية الدم للأنسجة	يعرّف الإقفار بأنه تقييد إمداد الدم الشرياني إلى الأنسجة المرتبط بنقص الأكسجة لدعم متطلبات التمثيل الغذائي للأنسجة. وفقًا للأنسجة المعنية، قد تشمل المظاهر السريرية الألم، الشحوب، فقدان النبض، البرودة، التنميل، والشلل. تتضمن المظاهر المرتبطة الأخرى معايير ديناميكا الدم (انخفاض ضغط الدم البعيد عن موقع تقييد الإمداد الشرياني) والأدلة التصويرية على انسداد الشرايين.
HP:0033402	Digital ischemia	إقفار الأصابع	نقص تروية الدم لأصبع	تقييد إمداد الدم الشرياني إلى إصبع (يد أو قدم) مرتبط بنقص الأكسجة لدعم متطلبات التمثيل الغذائي للإصبع. قد تشمل المظاهر السريرية الألم، الشحوب، فقدان النبض، البرودة، التنميل، والشلل.
